Main_Category,Sub_Category,Detail_Category,Year,Sheet,GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Gas,Emissions_kt
Total national emissions and removals,"Land use, land-use change and forestry",C. Grassland (4),2000,Summary1As2_Combined,C. Grassland (4),Net CO2 emissions/removals (kt),-478.72410798537567
Total national emissions and removals,"Land use, land-use change and forestry",D. Wetlands (4),2000,Summary1As2_Combined,D. Wetlands (4),Net CO2 emissions/removals (kt),693.1241603683898
Total national emissions and removals,"Land use, land-use change and forestry",E. Settlements (4),2000,Summary1As2_Combined,E. Settlements (4),Net CO2 emissions/removals (kt),4344.7836294110375
Total national emissions and removals,"Land use, land-use change and forestry",G. Harvested wood products ,2000,Summary1As2_Combined,G. Harvested wood products ,Net CO2 emissions/removals (kt),-2776.2344427623766
5.  Waste,Waste,,2000,Summary1As2_Combined,5.  Waste,Net CO2 emissions/removals (kt),709.6248054484236
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2000,Summary1As2_Combined,C.  Incineration and open burning of waste (5),Net CO2 emissions/removals (kt),709.6248054484236
3.  Agriculture,Agriculture,,2001,Summary1As2_Combined,3.  Agriculture,Net CO2 emissions/removals (kt),859.0096490498295
Total national emissions and removals,Agriculture,G. Liming,2001,Summary1As2_Combined,G. Liming,Net CO2 emissions/removals (kt),679.6425199195832
Total national emissions and removals,Agriculture,H. Urea application,2001,Summary1As2_Combined,H. Urea application,Net CO2 emissions/removals (kt),176.39767622511465
Total national emissions and removals,Agriculture,J.  Other ,2001,Summary1As2_Combined,J.  Other ,Net CO2 emissions/removals (kt),2.96945290513168
"4.  Land use, land-use change and forestry  (4)","Land use, land-use change and forestry",,2001,Summary1As2_Combined,"4.  Land use, land-use change and forestry  (4)",Net CO2 emissions/removals (kt),-1495.0972301047432
Total national emissions and removals,"Land use, land-use change and forestry",A. Forest land (4),2001,Summary1As2_Combined,A. Forest land (4),Net CO2 emissions/removals (kt),-17299.80836809152
Total national emissions and removals,"Land use, land-use change and forestry",B. Cropland (4),2001,Summary1As2_Combined,B. Cropland (4),Net CO2 emissions/removals (kt),13971.250447459814
Total national emissions and removals,"Land use, land-use change and forestry",C. Grassland (4),2001,Summary1As2_Combined,C. Grassland (4),Net CO2 emissions/removals (kt),-459.5513709480962
Total national emissions and removals,"Land use, land-use change and forestry",D. Wetlands (4),2001,Summary1As2_Combined,D. Wetlands (4),Net CO2 emissions/removals (kt),730.6698622422101
Total national emissions and removals,"Land use, land-use change and forestry",E. Settlements (4),2001,Summary1As2_Combined,E. Settlements (4),Net CO2 emissions/removals (kt),4168.491351170762
Total national emissions and removals,"Land use, land-use change and forestry",G. Harvested wood products ,2001,Summary1As2_Combined,G. Harvested wood products ,Net CO2 emissions/removals (kt),-2606.149151937916
5.  Waste,Waste,,2001,Summary1As2_Combined,5.  Waste,Net CO2 emissions/removals (kt),646.1555472784232
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2001,Summary1As2_Combined,C.  Incineration and open burning of waste (5),Net CO2 emissions/removals (kt),646.1555472784232
3.  Agriculture,Agriculture,,2002,Summary1As2_Combined,3.  Agriculture,Net CO2 emissions/removals (kt),769.2899208997696
Total national emissions and removals,Agriculture,G. Liming,2002,Summary1As2_Combined,G. Liming,Net CO2 emissions/removals (kt),540.709542313458
Total national emissions and removals,Agriculture,H. Urea application,2002,Summary1As2_Combined,H. Urea application,Net CO2 emissions/removals (kt),225.5166151429262
Total national emissions and removals,Agriculture,J.  Other ,2002,Summary1As2_Combined,J.  Other ,Net CO2 emissions/removals (kt),3.06376344338543
"4.  Land use, land-use change and forestry  (4)","Land use, land-use change and forestry",,2002,Summary1As2_Combined,"4.  Land use, land-use change and forestry  (4)",Net CO2 emissions/removals (kt),-2299.876610017459
Total national emissions and removals,"Land use, land-use change and forestry",A. Forest land (4),2002,Summary1As2_Combined,A. Forest land (4),Net CO2 emissions/removals (kt),-17607.858793852836
Total national emissions and removals,"Land use, land-use change and forestry",B. Cropland (4),2002,Summary1As2_Combined,B. Cropland (4),Net CO2 emissions/removals (kt),13885.607257277734
Total national emissions and removals,"Land use, land-use change and forestry",C. Grassland (4),2002,Summary1As2_Combined,C. Grassland (4),Net CO2 emissions/removals (kt),-637.8679418942104
Total national emissions and removals,"Land use, land-use change and forestry",D. Wetlands (4),2002,Summary1As2_Combined,D. Wetlands (4),Net CO2 emissions/removals (kt),530.5245648820734
Total national emissions and removals,"Land use, land-use change and forestry",E. Settlements (4),2002,Summary1As2_Combined,E. Settlements (4),Net CO2 emissions/removals (kt),4090.064064346532
Total national emissions and removals,"Land use, land-use change and forestry",G. Harvested wood products ,2002,Summary1As2_Combined,G. Harvested wood products ,Net CO2 emissions/removals (kt),-2560.3457607767523
5.  Waste,Waste,,2002,Summary1As2_Combined,5.  Waste,Net CO2 emissions/removals (kt),632.5699765241154
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2002,Summary1As2_Combined,C.  Incineration and open burning of waste (5),Net CO2 emissions/removals (kt),632.5699765241154
3.  Agriculture,Agriculture,,2003,Summary1As2_Combined,3.  Agriculture,Net CO2 emissions/removals (kt),970.5066717575482
Total national emissions and removals,Agriculture,G. Liming,2003,Summary1As2_Combined,G. Liming,Net CO2 emissions/removals (kt),781.966575445492
Total national emissions and removals,Agriculture,H. Urea application,2003,Summary1As2_Combined,H. Urea application,Net CO2 emissions/removals (kt),185.5510029958089
Total national emissions and removals,Agriculture,J.  Other ,2003,Summary1As2_Combined,J.  Other ,Net CO2 emissions/removals (kt),2.98909331624735
"4.  Land use, land-use change and forestry  (4)","Land use, land-use change and forestry",,2003,Summary1As2_Combined,"4.  Land use, land-use change and forestry  (4)",Net CO2 emissions/removals (kt),-2478.070003524275
Total national emissions and removals,"Land use, land-use change and forestry",A. Forest land (4),2003,Summary1As2_Combined,A. Forest land (4),Net CO2 emissions/removals (kt),-17780.7493099444
Total national emissions and removals,"Land use, land-use change and forestry",B. Cropland (4),2003,Summary1As2_Combined,B. Cropland (4),Net CO2 emissions/removals (kt),13760.352380851506
Total national emissions and removals,"Land use, land-use change and forestry",C. Grassland (4),2003,Summary1As2_Combined,C. Grassland (4),Net CO2 emissions/removals (kt),-675.392193941969
Total national emissions and removals,"Land use, land-use change and forestry",D. Wetlands (4),2003,Summary1As2_Combined,D. Wetlands (4),Net CO2 emissions/removals (kt),782.1154365138126
Total national emissions and removals,"Land use, land-use change and forestry",E. Settlements (4),2003,Summary1As2_Combined,E. Settlements (4),Net CO2 emissions/removals (kt),4126.201005506896
Total national emissions and removals,"Land use, land-use change and forestry",G. Harvested wood products ,2003,Summary1As2_Combined,G. Harvested wood products ,Net CO2 emissions/removals (kt),-2690.59732251012
5.  Waste,Waste,,2003,Summary1As2_Combined,5.  Waste,Net CO2 emissions/removals (kt),611.6439454876187
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2003,Summary1As2_Combined,C.  Incineration and open burning of waste (5),Net CO2 emissions/removals (kt),611.6439454876187
3.  Agriculture,Agriculture,,2004,Summary1As2_Combined,3.  Agriculture,Net CO2 emissions/removals (kt),1330.4750018476766
Total national emissions and removals,Agriculture,G. Liming,2004,Summary1As2_Combined,G. Liming,Net CO2 emissions/removals (kt),1103.4092737867866
Total national emissions and removals,Agriculture,H. Urea application,2004,Summary1As2_Combined,H. Urea application,Net CO2 emissions/removals (kt),223.8525070608788
Total national emissions and removals,Agriculture,J.  Other ,2004,Summary1As2_Combined,J.  Other ,Net CO2 emissions/removals (kt),3.21322100001138
"4.  Land use, land-use change and forestry  (4)","Land use, land-use change and forestry",,2004,Summary1As2_Combined,"4.  Land use, land-use change and forestry  (4)",Net CO2 emissions/removals (kt),-3255.162063760689
Total national emissions and removals,"Land use, land-use change and forestry",A. Forest land (4),2004,Summary1As2_Combined,A. Forest land (4),Net CO2 emissions/removals (kt),-18175.800603954645
Total national emissions and removals,"Land use, land-use change and forestry",B. Cropland (4),2004,Summary1As2_Combined,B. Cropland (4),Net CO2 emissions/removals (kt),13626.626077398463
Total national emissions and removals,"Land use, land-use change and forestry",C. Grassland (4),2004,Summary1As2_Combined,C. Grassland (4),Net CO2 emissions/removals (kt),-1015.4563700434912
Total national emissions and removals,"Land use, land-use change and forestry",D. Wetlands (4),2004,Summary1As2_Combined,D. Wetlands (4),Net CO2 emissions/removals (kt),626.7327871632759
Total national emissions and removals,"Land use, land-use change and forestry",E. Settlements (4),2004,Summary1As2_Combined,E. Settlements (4),Net CO2 emissions/removals (kt),4188.670491768241
Total national emissions and removals,"Land use, land-use change and forestry",G. Harvested wood products ,2004,Summary1As2_Combined,G. Harvested wood products ,Net CO2 emissions/removals (kt),-2505.934446092534
5.  Waste,Waste,,2004,Summary1As2_Combined,5.  Waste,Net CO2 emissions/removals (kt),592.887656019839
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2004,Summary1As2_Combined,C.  Incineration and open burning of waste (5),Net CO2 emissions/removals (kt),592.887656019839
3.  Agriculture,Agriculture,,2005,Summary1As2_Combined,3.  Agriculture,Net CO2 emissions/removals (kt),1570.3225281620612
Total national emissions and removals,Agriculture,G. Liming,2005,Summary1As2_Combined,G. Liming,Net CO2 emissions/removals (kt),1380.4510049826836
Total national emissions and removals,Agriculture,H. Urea application,2005,Summary1As2_Combined,H. Urea application,Net CO2 emissions/removals (kt),186.737666741112
Total national emissions and removals,Agriculture,J.  Other ,2005,Summary1As2_Combined,J.  Other ,Net CO2 emissions/removals (kt),3.13385643826553
"4.  Land use, land-use change and forestry  (4)","Land use, land-use change and forestry",,2005,Summary1As2_Combined,"4.  Land use, land-use change and forestry  (4)",Net CO2 emissions/removals (kt),-3616.9083917041617
Total national emissions and removals,"Land use, land-use change and forestry",A. Forest land (4),2005,Summary1As2_Combined,A. Forest land (4),Net CO2 emissions/removals (kt),-18455.910628150395
Total national emissions and removals,"Land use, land-use change and forestry",B. Cropland (4),2005,Summary1As2_Combined,B. Cropland (4),Net CO2 emissions/removals (kt),13449.900576097429
Total national emissions and removals,"Land use, land-use change and forestry",C. Grassland (4),2005,Summary1As2_Combined,C. Grassland (4),Net CO2 emissions/removals (kt),-1053.1037412172716
Total national emissions and removals,"Land use, land-use change and forestry",D. Wetlands (4),2005,Summary1As2_Combined,D. Wetlands (4),Net CO2 emissions/removals (kt),698.3373518018684
Total national emissions and removals,"Land use, land-use change and forestry",E. Settlements (4),2005,Summary1As2_Combined,E. Settlements (4),Net CO2 emissions/removals (kt),4151.669118742511
Total national emissions and removals,"Land use, land-use change and forestry",G. Harvested wood products ,2005,Summary1As2_Combined,G. Harvested wood products ,Net CO2 emissions/removals (kt),-2407.801068978303
5.  Waste,Waste,,2005,Summary1As2_Combined,5.  Waste,Net CO2 emissions/removals (kt),539.2044098749911
