Category,Year,Sheet,Gas,Emissions_kt
                                           Sectoral approach(2),2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),527767.0914892529
1.  Energy industries,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),213862.0940717673
2.  Manufacturing industries and construction                          ,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),66049.36977833149
3.  Transport,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),131936.74624610224
4.  Other sectors,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),113072.54980830329
5.  Other,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),2846.331584748554
B. Fugitive emissions from fuels,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5998.543023781423
1.  Solid fuels,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),161.446352564963
2.  Oil and natural gas and other emissions from energy production,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5837.096671216459
2.  Industrial processes and product use,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),36182.829288987385
A.  Mineral industry,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),9021.22289645468
B.  Chemical industry,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),6380.462418097132
C.  Metal industry,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),20265.218732113623
D.  Non-energy products from fuels and solvent use ,2005,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),515.9252423219475
Total national emissions and removals,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),565670.0399673455
1. Energy,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),531156.247797999
A. Fuel combustion     Reference approach(2),2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),527401.9000583675
                                           Sectoral approach(2),2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),525926.5192912907
1.  Energy industries,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),219820.61498148125
2.  Manufacturing industries and construction                          ,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),63250.505277016346
3.  Transport,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),131430.92442351562
4.  Other sectors,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),107950.81847497496
5.  Other,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),3473.656134302542
B. Fugitive emissions from fuels,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5229.728506708197
1.  Solid fuels,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),190.86835144793253
2.  Oil and natural gas and other emissions from energy production,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5038.860155260264
2.  Industrial processes and product use,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),36537.47656932215
A.  Mineral industry,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),9026.264373546564
B.  Chemical industry,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5952.015142199488
C.  Metal industry,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),21037.654038338864
D.  Non-energy products from fuels and solvent use ,2006,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),521.5430152372323
Total national emissions and removals,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),557124.5530986828
1. Energy,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),521469.4019720987
A. Fuel combustion     Reference approach(2),2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),515136.99080913264
                                           Sectoral approach(2),2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),516047.9367646219
1.  Energy industries,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),214775.86753509185
2.  Manufacturing industries and construction                          ,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),61802.42163495861
3.  Transport,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),132408.16788771746
4.  Other sectors,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),103294.507970658
5.  Other,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),3766.971736195968
B. Fugitive emissions from fuels,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5421.465207476799
1.  Solid fuels,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),245.6724778021621
2.  Oil and natural gas and other emissions from energy production,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5175.792729674637
2.  Industrial processes and product use,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),37897.5469818352
A.  Mineral industry,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),9268.100847024903
B.  Chemical industry,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),6648.419805671293
C.  Metal industry,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),21482.532464888813
D.  Non-energy products from fuels and solvent use ,2007,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),498.4938642501908
Total national emissions and removals,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),541772.1831109255
1. Energy,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),509703.9239061362
A. Fuel combustion     Reference approach(2),2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),504697.6387902379
                                           Sectoral approach(2),2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),504941.24222497584
1.  Energy industries,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),209213.45736635383
2.  Manufacturing industries and construction                          ,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),56264.45775396907
3.  Transport,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),127721.80942343848
4.  Other sectors,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),108474.32140398686
5.  Other,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),3267.196277227532
B. Fugitive emissions from fuels,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),4762.681681160381
1.  Solid fuels,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),324.9659847952077
2.  Oil and natural gas and other emissions from energy production,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),4437.715696365174
2.  Industrial processes and product use,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),35245.54267782721
A.  Mineral industry,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),8110.971674363819
B.  Chemical industry,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5725.734346358123
C.  Metal industry,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),20610.27392326488
D.  Non-energy products from fuels and solvent use ,2008,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),798.5627338403846
Total national emissions and removals,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),490774.6576363848
1. Energy,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),467560.6168792674
A. Fuel combustion     Reference approach(2),2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),460358.015459436
                                           Sectoral approach(2),2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),462679.9779429886
1.  Energy industries,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),186028.3485871944
2.  Manufacturing industries and construction                          ,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),49511.19768760591
3.  Transport,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),123070.01917321468
4.  Other sectors,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),101081.545915853
5.  Other,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),2988.866579120638
B. Fugitive emissions from fuels,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),4880.638936278773
1.  Solid fuels,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),239.6757828603894
2.  Oil and natural gas and other emissions from energy production,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),4640.963153418384
2.  Industrial processes and product use,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),26432.81222952048
A.  Mineral industry,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5829.125687641584
B.  Chemical industry,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5063.827203653892
C.  Metal industry,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),15045.195756026693
D.  Non-energy products from fuels and solvent use ,2009,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),494.6635821983113
Total national emissions and removals,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),508588.672878558
1. Energy,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),485406.0617491702
A. Fuel combustion     Reference approach(2),2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),477579.2060240535
                                           Sectoral approach(2),2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),480667.9110033992
1.  Energy industries,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),193378.97106549604
2.  Manufacturing industries and construction                          ,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),51280.76945169474
3.  Transport,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),121363.69127239336
4.  Other sectors,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),111740.41089562468
5.  Other,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),2904.0683181904105
B. Fugitive emissions from fuels,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),4738.150745770998
1.  Solid fuels,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),296.7394861311165
2.  Oil and natural gas and other emissions from energy production,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),4441.411259639881
2.  Industrial processes and product use,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),26553.465040629388
A.  Mineral industry,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),6178.648156222963
B.  Chemical industry,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),5393.110209211618
C.  Metal industry,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),13802.517782576528
D.  Non-energy products from fuels and solvent use ,2010,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),1179.1888926182778
Total national emissions and removals,2011,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),465540.5457017914
1. Energy,2011,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),444736.9921027399
A. Fuel combustion     Reference approach(2),2011,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),434238.952342335
                                           Sectoral approach(2),2011,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),440283.7441703337
1.  Energy industries,2011,Summary1As1,Net Net CO2 emissions/removals emissions/removals (kt),179177.2255325907
